Object,Comp,Image_Notes,Obs_Date,Project,RA,RA_err,Dec,Dec_err,Beam_maj,Beam_min,Beam_PA,Cell_size,N_cells_3sig,Area_3sig_as^2,Area_3sig_sr,RMS,Sum_Flux_3sig,Flux_3sig,Flux_3sig_err,Peak_flux,Flux,Flux_err,Theta_maj,Theta_maj_err,Theta_min,Theta_min_err,Theta_pa,Theta_pa_err
G133.7150+01.2155,Q5/K7,"0.2"" NNE of pc",04/11/2012,12B-140,02:25:40.78379,0.00379,62:05:52.5493,0.00694,0.287,0.197,-31.068,0.05,50,0.125,2.938E-12,2.19E-05,0.02197,8.57E-04,5.03E-05,0.000903,0.00092,7.8E-05,-,-,-,-,-,-
G133.7150+01.2155,Q6/K5,"0.45"" WNW of pc",04/11/2012,12B-140,02:25:40.70739,0.00932,62:05:52.5811,0.01714,0.287,0.197,-31.068,0.05,43,0.108,2.527E-12,2.19E-05,0.00734,2.86E-04,4.65E-05,0.0003277,0.000349,6.8E-05,<0.2,-,<0.11,-,-,-
G133.7150+01.2155,Q7,"0.25"" SSW of pc",04/11/2012,12B-140,02:25:40.76082,0.002,62:05:52.1440,0.00316,0.287,0.197,-31.068,0.05,119,0.298,6.993E-12,2.19E-05,0.08423,3.29E-03,7.82E-05,0.002139,0.00338,0.00011,0.23,0.014,0.042,0.039,31.1,4.9
G133.7150+01.2155,Q8,"1.3"" NNE of pc",04/11/2012,12B-140,02:25:40.86159,0.00248,62:05:53.4655,0.00397,0.287,0.197,-31.068,0.05,214,0.535,1.257E-11,2.19E-05,0.09633,3.76E-03,1.04E-04,0.002035,0.00345,0.00012,0.261,0.016,0.128,0.026,24.2,6.3
G133.7150+01.2155,K8,"0.55"" NNE of pc",04/11/2012,12B-140,02:25:40.80079,0.005,62:05:52.8724,0.00569,0.287,0.197,-31.068,0.05,90,0.225,5.288E-12,2.19E-05,0.03736,1.46E-03,6.75E-05,0.001054,0.00151,0.0001,0.184,0.025,0.097,0.071,55,26
G133.7150+01.2155,Q9,"1.2"" S of pc",04/11/2012,12B-140,02:25:40.75598,0.01277,62:05:51.1437,0.01468,0.287,0.197,-31.068,0.05,129,0.323,7.58E-12,2.19E-05,0.0294,1.15E-03,8.06E-05,0.0006508,0.00094,0.000139,0.228,0.079,0.136,0.088,132,76
G133.7150+01.2155,Q10,"0.9"" NNW of pc",04/11/2012,12B-140,02:25:40.72620,0.0408,62:05:53.2743,0.0409,0.287,0.197,-31.068,0.05,25,0.0625,5.482E-14,2.19E-05,0.00233,9.09E-05,3.54E-05,0.0001292,0.000165,7.2E-05,<0.43,-,<0.098,-,-,-
G133.7150+01.2155,C1,"0.8"" N of Q8",04/11/2012,12B-140,02:25:40.82630,0.0405,62:05:54.2277,0.0694,0.287,0.197,-31.068,0.05,418,1.05,2.456E-11,2.19E-05,0.05493,2.14E-03,1.45E-04,0.0004934,0.00299,0.00042,1.25,0.181,0.506,0.084,24.7,6
G133.7150+01.2155,A,"7.5"" SSE of pc",04/11/2012,12B-140,02:25:41.26317,0.01413,62:05:45.6029,0.01403,0.287,0.197,-31.068,0.05,107,0.268,6.287E-12,2.19E-05,0.01502,5.86E-04,7.33E-05,0.0002654,0.00069,7.7E-05,0.393,0.05,0.144,0.076,49.7,9.2
G133.7150+01.2155,B,"15"" N of pc",04/11/2012,12B-140,02:25:40.50169,0.00351,62:06:07.2294,0.00483,0.287,0.197,-31.068,0.05,57,0.143,3.349E-12,2.19E-05,0.01238,4.83E-04,5.36E-05,0.0005167,0.000536,3.6E-05,<0.074,-,<0.058,-,-,-
G133.7150+01.2155,QE1,Not detected 5-sig limit given for flux,04/11/2012,12B-140,-,-,-,-,0.287,0.197,-31.068,0.05,-,-,-,2.19E-05,-,-,-,-,-,2.19E-05,-,-,-,-,-,-
G133.7150+01.2155,QE2,Not detected 5-sig limit given for flux,04/11/2012,12B-140,-,-,-,-,0.287,0.197,-31.068,0.05,-,-,-,2.19E-05,-,-,-,-,-,2.19E-05,-,-,-,-,-,-
G134.2792+00.8561,A,"Compact source ~0.7"" to South of p.c.",04/11/2012,12B-140,02:29:01.95940,0.0168,61:33:30.9095,0.0167,0.35,0.284,-39.887,0.08,28,0.179,4.212E-12,6.21E-06,0.0009981,5.67E-05,6.04E-05,6.041E-05,7.7E-05,1.4E-05,0.167,0.11,0.119,0.109,63,43
G134.2792+00.8561,B,"Compact source ~4.7"" to South of p.c.",04/11/2012,12B-140,02:29:01.84858,0.01261,61:33:26.9609,0.02785,0.35,0.284,-39.887,0.08,20,0.128,3.009E-12,6.21E-06,0.000655,3.72E-05,5.11E-05,5.343E-05,6.1E-05,1.3E-05,-,-,-,-,-,-
G134.2792+00.8561,C,"Compact source ~34"" to South of p.c.",04/11/2012,12B-140,02:29:02.35354,0.001368,61:32:57.9467,0.00153,0.35,0.284,-39.887,0.08,69,0.442,1.038E-11,6.21E-06,0.01161,6.60E-04,9.51E-05,0.0006325,0.000674,1.2E-05,0.082,0.026,0.038,0.03,169,36
G136.3833+02.2666,A,"Compact source ~2.5"" to East",04/11/2012,12B-140,02:50:08.48983,0.01055,61:59:52.0649,0.0177,0.349,0.279,-40.44,0.08,17,0.109,2.557E-12,1.08E-05,0.000892,5.17E-05,6.12E-05,8.423E-05,7.3E-05,1.4E-05,-,-,-,-,-,-
G136.3833+02.2666,B,"R/O HII region ~3.5"" to W",04/11/2012,12B-140,02:50:07.64600,PP,61:59:51.8310,PP,0.349,0.279,-40.44,0.08,18,0.115,2.708E-12,1.08E-05,0.0007927,4.60E-05,6.30E-05,5.85E-05,0.000946,0.000188,2.1,0.43,1.73,0.35,23,42
G136.3833+02.2666,C,"Compact source ~35"" to NWW",04/11/2012,12B-140,02:50:03.40814,0.00586,62:00:05.5100,0.00665,0.349,0.279,-40.44,0.08,36,0.23,5.415E-12,1.13E-05,0.003777,2.19E-04,9.11E-05,0.0002402,0.00025,2E-05,<0.14,-,<0.088,-,-,-
G136.3833+02.2666,D,"Compact source ~58"" to NNE",04/11/2012,12B-140,02:50:10.81780,0.0223,62:00:47.0991,0.0384,0.349,0.279,-40.44,0.08,22,0.141,3.309E-12,1.12E-05,0.001045,6.06E-05,7.09E-05,6.645E-05,0.000106,2.6E-05,0.366,0.157,0.058,0.115,161,30
G136.3833+02.2666,E,"Compact source ~170"" to SSE",04/11/2012,12B-140,02:50:12.09098,0.00499,61:57:07.5581,0.00594,0.349,0.279,-40.44,0.08,37,0.237,5.566E-12,1.33E-05,0.005062,2.94E-04,1.00E-04,0.0003264,0.000326,2.2E-05,-,-,-,-,-,-
G138.2957+01.5552,A,Source at p.c. with W extension?,04/11/2012,12B-140,03:01:31.27732,0.00988,60:29:12.7967,0.00784,0.342,0.273,-42.043,0.07,43,0.211,4.952E-12,7.31E-06,0.002457,1.14E-04,6.12E-05,0.0001251,0.000137,1.5E-05,<0.18,-,<0.12,-,-,-
G138.2957+01.5552,B,"Lobe ~1"" to ENE",04/11/2012,12B-140,03:01:31.44000,0.0531,60:29:13.1849,0.0432,0.342,0.273,-42.043,0.07,44,0.216,5.068E-12,7.31E-06,0.001325,6.14E-05,6.19E-05,3.904E-05,0.000123,3.2E-05,0.565,0.169,0.31,0.153,57,24
G138.2957+01.5552,HII,HII region to E,04/11/2012,12B-140,03:01:34.35100,PP,60:29:13.8210,PP,0.342,0.273,-42.043,0.07,1514,7.42,1.744E-10,7.31E-06,0.05917,2.74E-03,3.63E-04,9.031E-05,0.00345,0.00017,2.426,0.118,1.891,0.093,18.5,7.9
G138.2957+01.5552,C,"Compact source ~22"" to NE of p.c.",04/11/2012,12B-140,03:01:33.71359,0.0098,60:29:26.5031,0.01648,0.342,0.273,-42.043,0.07,34,0.167,3.916E-12,7.31E-06,0.00136,6.30E-05,5.44E-05,7.183E-05,7.9E-05,1.3E-05,-,-,-,-,-,-
G138.2957+01.5552,D,"Compact source ~8"" in front of cometary HII head",04/11/2012,12B-140,03:01:35.16850,0.053,60:29:07.7651,0.0169,0.342,0.273,-42.043,0.07,17,0.0833,1.958E-12,7.31E-06,0.0005348,2.48E-05,3.85E-05,4.272E-05,5.7E-05,1.6E-05,-,-,-,-,-,-
G138.2957+01.5552,E,"Source ~44"" to NNW",04/11/2012,12B-140,03:01:30.09324,0.00551,60:29:55.4646,0.00487,0.342,0.273,-42.043,0.07,45,0.221,5.183E-12,7.31E-06,0.003276,1.52E-04,6.26E-05,0.0001675,0.000166,1.2E-05,-,-,-,-,-,-
G139.9091+00.1969A,A,"Source ~0.5"" to SSW of p.c.",04/11/2012,12B-140,03:07:24.49208,0.00307,58:30:42.8212,0.00189,0.379,0.278,-68.554,0.07,123,0.603,1.417E-11,7.19E-06,0.01816,7.45E-04,9.45E-05,0.0005372,0.000595,1.6E-05,0.145,0.022,0.029,0.055,62,14
G139.9091+00.1969A,Ab,NE extension to A,04/11/2012,12B-140,03:07:24.52580,0.0421,58:30:42.9895,0.0276,0.379,0.278,-68.554,0.07,26,0.127,2.994E-12,7.19E-06,0.0008105,3.33E-05,4.34E-05,7.04E-05,0.000242,3.8E-05,0.686,0.128,0.336,0.105,61,14
G139.9091+00.1969A,Ac,SW 4-sig extension to A,04/11/2012,12B-140,03:07:24.41050,0.0626,58:30:42.4602,0.148,0.379,0.278,-68.554,0.07,27,0.132,3.11E-12,7.19E-06,0.0006858,2.81E-05,4.42E-05,3.074E-05,9.7E-05,3.5E-05,0.966,0.408,0.123,0.175,162,12
G139.9091+00.1969A,B,"Source ~10"" to N of p.c.",04/11/2012,12B-140,03:07:24.56590,0.0341,58:30:52.9924,0.0341,0.379,0.278,-68.554,0.07,30,0.147,3.455E-12,7.19E-06,0.001098,4.51E-05,4.66E-05,6.042E-05,7E-05,1.7E-05,<0.41,-,<0.071,-,-,-
G139.9091+00.1969A,HII,"HII region to ~9"" to NW",04/11/2012,12B-140,03:07:23.70495,0.00829,58:30:49.9654,0.00805,0.379,0.278,-68.554,0.07,3326,16.3,3.831E-10,7.19E-06,0.4727,1.94E-02,4.91E-04,0.0004269,0.02047,0.00017,2.319,0.023,2.256,0.022,74,19
G141.9996+01.8202,A,At p.c.,04/11/2012,12B-140,03:27:38.79461,0.00537,58:47:00.1481,0.00337,0.379,0.277,-66.413,0.08,61,0.39,9.176E-12,7.13E-06,0.006014,3.24E-04,8.62E-05,0.0002779,0.000349,1.6E-05,0.21,0.029,0.047,0.07,58,13
G141.9996+01.8202,B,"Compact source 10"" to the N",04/11/2012,12B-140,03:27:39.12720,0.0155,58:47:10.5430,0.008,0.379,0.277,-66.413,0.08,22,0.141,3.309E-12,7.13E-06,0.001064,5.72E-05,5.17E-05,7.97E-05,7.9E-05,1.2E-05,-,-,-,-,-,-
G141.9996+01.8202,C,"Compact source 13"" to the W",04/11/2012,12B-140,03:27:37.06690,0.01003,58:46:59.4239,0.00561,0.379,0.277,-66.413,0.08,36,0.23,5.415E-12,7.13E-06,0.002087,1.12E-04,6.62E-05,0.0001258,0.000129,1.2E-05,-,-,-,-,-,-
G143.8118-01.5699,A,"Compact source ~2.5"" to N of pc",04/11/2012,12B-140,03:24:50.96550,0.0175,54:57:32.7782,0.0115,0.384,0.277,-74.53,0.08,28,0.179,4.212E-12,7.08E-06,0.001148,6.10E-05,5.74E-05,7.259E-05,8E-05,1.3E-05,0.112,0.124,0.021,0.116,157,75
G143.8118-01.5699,B,"Compact source ~6"" to NE of pc",04/11/2012,12B-140,03:24:51.63290,0.0414,54:57:34.1187,0.0362,0.384,0.277,-74.53,0.08,12,0.0768,1.805E-12,7.08E-06,0.0003404,1.81E-05,3.76E-05,3.805E-05,4.8E-05,1.7E-05,0.269,0.156,0.123,0.172,25,116
G143.8118-01.5699,C,"Compact source ~26"" to E",04/11/2012,12B-140,03:24:53.97520,0.0195,54:57:32.6133,0.0149,0.384,0.277,-74.53,0.08,15,0.096,2.256E-12,7.08E-06,0.0004891,2.60E-05,4.20E-05,4.907E-05,3.76E-05,8.9E-06,-,-,-,-,-,-
G148.1201+00.2928,A,"Compact source ~0.2"" to NE of pc",04/11/2012,12B-140,03:56:15.38110,0.0167,53:52:13.0395,0.0087,0.368,0.275,-71.067,0.08,21,0.134,3.159E-12,6.76E-06,0.0008787,4.90E-05,5.03E-05,6.359E-05,6.5E-05,1.1E-05,-,-,-,-,-,-
G148.1201+00.2928,A2,Confused with A; probably ND,04/11/2012,12B-140,-,-,-,-,0.368,0.275,-71.067,0.08,-,-,-,6.76E-06,-,-,-,-,-,-,-,-,-,-,-,-
G148.1201+00.2928,B,"Compact source ~12"" to W of pc",04/11/2012,12B-140,03:56:13.95240,0.0263,53:52:13.4803,0.0103,0.368,0.275,-71.067,0.08,15,0.096,2.256E-12,6.76E-06,0.0005032,2.81E-05,4.25E-05,5.196E-05,4.2E-05,1E-05,-,-,-,-,-,-
G148.1201+00.2928,C,"Compact source ~24"" to SSE of pc",04/11/2012,12B-140,03:56:16.43536,0.00913,53:51:50.8779,0.00549,0.368,0.275,-71.067,0.08,42,0.269,6.318E-12,6.76E-06,0.002497,1.39E-04,7.11E-05,0.0001393,0.000155,1.3E-05,<0.19,-,<0.11,-,-,-
G148.1201+00.2928,D,"Compact source ~87"" to W of pc",04/11/2012,12B-140,03:56:05.47401,0.00313,53:52:04.9597,0.00197,0.368,0.275,-71.067,0.08,63,0.403,9.477E-12,7.39E-06,0.007791,4.35E-04,9.12E-05,0.000366,0.000447,1.3E-05,<0.15,-,<0.01,-,-,-
G160.1452+03.1559,A,"Compact source ~2"" to N of pc",04/11/2012,12B-140,05:01:39.91730,0.01261,47:07:21.5854,0.00944,0.328,0.28,-62.353,0.07,38,0.186,4.377E-12,7.59E-06,0.001994,9.39E-05,6.27E-05,0.0001026,0.000117,1.5E-05,0.153,0.071,0.05,0.064,111,86
G160.1452+03.1559,B,"Compact Source ~1"" to E of pc",04/11/2012,12B-140,05:01:39.99880,0.0287,47:07:18.8045,0.02,0.328,0.28,-62.353,0.07,14,0.0686,1.612E-12,7.59E-06,0.0004402,2.07E-05,3.81E-05,4.281E-05,3.9E-05,1.2E-05,-,-,-,-,-,-
G173.4839+02.4317,A1,Source at pc,04/11/2012,12B-140,05:39:09.92759,0.00822,35:45:17.2139,0.00494,0.347,0.286,-83.832,0.07,74,0.363,8.523E-12,7.18E-06,0.004607,2.01E-04,8.22E-05,0.0001809,0.000213,1.5E-05,0.187,0.046,0.095,0.068,87,34
G173.4839+02.4317,A2,"Source~1.5"" to NNE of pc",04/11/2012,12B-140,05:39:09.99260,0.0226,35:45:18.3492,0.0145,0.347,0.286,-83.832,0.07,21,0.103,2.419E-12,7.18E-06,0.0006647,2.90E-05,4.38E-05,4.486E-05,4.3E-05,1.1E-05,-,-,-,-,-,-
G173.4839+02.4317,B,"Source ~11.5"" to ESE of pc",04/11/2012,12B-140,05:39:10.80150,0.0404,35:45:12.5623,0.0187,0.347,0.286,-83.832,0.07,26,0.127,2.994E-12,7.32E-06,0.0007751,3.38E-05,4.92E-05,4.087E-05,5.7E-05,1.6E-05,<0.45,-,<0.15,-,-,-
G173.4839+02.4317,C,"~37"" NE of pc",04/11/2012,12B-140,05:39:12.47340,0.0201,35:45:38.5867,0.0286,0.347,0.286,-83.832,0.07,29,0.142,3.34E-12,7.45E-06,0.0008846,3.85E-05,5.24E-05,4.446E-05,5.9E-05,1.5E-05,-,-,-,-,-,-
G173.4839+02.4317,D,"~3"" N of C",04/11/2012,12B-140,05:39:12.48350,0.0256,35:45:41.7697,0.0194,0.347,0.286,-83.832,0.07,46,0.225,5.298E-12,7.45E-06,0.001673,7.29E-05,6.60E-05,5.981E-05,9.8E-05,1.8E-05,0.352,0.099,0.072,0.118,49,22
G173.4839+02.4317,E1,"Coincident with CH3OH maser; ~50"" to NE of pc",04/11/2012,12B-140,05:39:13.06631,0.00408,35:45:51.1447,0.00268,0.347,0.286,-83.832,0.07,88,0.431,1.014E-11,7.39E-06,0.008042,3.50E-04,9.09E-05,0.0003261,0.000353,1.4E-05,<0.18,-,<0.058,-,-,-
G173.4839+02.4317,E2,"2"" WSW of E1",04/11/2012,12B-140,05:39:12.91140,0.0257,35:45:50.4583,0.026,0.347,0.286,-83.832,0.07,41,0.201,4.722E-12,7.39E-06,0.001434,6.25E-05,6.20E-05,5.898E-05,9.8E-05,2.1E-05,0.318,0.112,0.231,0.219,165,86
G173.4839+02.4317,E3,"~2.7"" WSW of E1",04/11/2012,12B-140,05:39:12.83950,0.0153,35:45:50.7638,0.0146,0.347,0.286,-83.832,0.07,22,0.108,2.534E-12,7.39E-06,0.0008009,3.49E-05,4.55E-05,5.334E-05,4.8E-05,1.1E-05,-,-,-,-,-,-
G173.4839+02.4317,E4,"~3.2"" W of E1",04/11/2012,12B-140,05:39:12.80240,0.0416,35:45:51.0061,0.016,0.347,0.286,-83.832,0.07,37,0.181,4.261E-12,7.39E-06,0.001358,5.92E-05,5.89E-05,6.137E-05,9.6E-05,1.9E-05,<0.6,-,<0.14,-,-,-
G173.4839+02.4317,E5,"~2.6"" ESE of E1",04/11/2012,12B-140,05:39:13.26820,0.0183,35:45:50.2825,0.0095,0.347,0.286,-83.832,0.07,20,0.098,2.303E-12,7.39E-06,0.0007798,3.40E-05,4.33E-05,5.753E-05,5.1E-05,1E-05,-,-,-,-,-,-
G173.4839+02.4317,E6,"~3.7"" ESE of E1",04/11/2012,12B-140,05:39:13.33210,0.0379,35:45:49.3298,0.0148,0.347,0.286,-83.832,0.07,9,0.0441,1.037E-12,7.39E-06,0.0002447,1.07E-05,2.91E-05,3.294E-05,2.9E-05,1.1E-05,-,-,-,-,-,-
G173.4839+02.4317,F,"~50"" N of pc",04/11/2012,12B-140,05:39:10.06494,0.01286,35:46:07.7206,0.00913,0.347,0.286,-83.832,0.07,33,0.162,3.801E-12,7.27E-06,0.00149,6.49E-05,5.52E-05,8.509E-05,8.1E-05,1.2E-05,-,-,-,-,-,-
G173.4839+02.4317,G,"~62"" SE of pc",04/11/2012,12B-140,05:39:05.67362,0.0112,35:44:42.1027,0.01027,0.347,0.286,-83.832,0.07,30,0.147,3.455E-12,7.31E-06,0.00136,5.93E-05,5.28E-05,8.11E-05,7.4E-05,1.1E-05,-,-,-,-,-,-
G174.1974-00.0763,A,At pc,04/11/2012,12B-140,05:30:46.07007,0.00929,33:47:54.2249,0.00582,0.369,0.286,88.259,0.07,47,0.23,5.413E-12,7.29E-06,0.002741,1.12E-04,6.21E-05,0.0001329,0.00013,1.2E-05,<0.11,-,<0.064,-,-,-
G174.1974-00.0763,B,"Coincident with CH3OH maser; ~24"" to E of pc; AFGL 5142",04/11/2012,12B-140,05:30:48.01847,0.00417,33:47:54.5308,0.00539,0.369,0.286,88.259,0.07,152,0.745,1.751E-11,7.29E-06,0.01721,7.05E-04,1.12E-04,0.0003583,0.000726,2.2E-05,0.487,0.018,0.124,0.03,153.4,2.1
G174.1974-00.0763,C,"~51"" WNW of pc",04/11/2012,12B-140,05:30:42.36444,0.00146,33:48:15.1405,0.00087,0.369,0.286,88.259,0.07,111,0.544,1.278E-11,7.29E-06,0.02166,8.88E-04,9.56E-05,0.0008739,0.000886,1.3E-05,<0.048,-,<0.032,-,-,-
G177.7291-00.3358,A,At pc,04/11/2012,12B-140,05:38:47.14930,0.0262,30:41:18.0230,0.007,0.374,0.288,84.812,0.07,48,0.235,5.528E-12,7.17E-06,0.002164,8.69E-05,6.18E-05,8.376E-05,0.000112,1.6E-05,-,-,-,-,-,-
G177.7291-00.3358,B,"~25"" to W",04/11/2012,12B-140,05:38:45.25230,0.0228,30:41:15.6469,0.0168,0.374,0.288,84.812,0.07,31,0.152,3.57E-12,7.17E-06,0.001112,4.46E-05,4.97E-05,5.348E-05,6.7E-05,1.4E-05,0.163,0.132,0.046,0.129,157,53
G183.3485-00.5751,A,"Coincident with 2 CH3OH masers separated by ~1000 au; ~1.5"" NW of pc",04/11/2012,12B-140,05:51:10.95693,0.01153,25:46:16.9191,0.00671,0.495,0.285,70.311,0.07,73,0.358,8.408E-12,9.57E-06,0.006013,1.84E-04,6.58E-05,0.000189,0.000208,1.7E-05,-,-,-,-,-,-
G183.3485-00.5751,B,"~39"" N of pc",04/11/2012,12B-140,05:51:10.68300,0.0364,25:46:53.9785,0.0301,0.495,0.285,70.311,0.07,42,0.206,4.837E-12,9.57E-06,0.00179,5.49E-05,4.99E-05,6.862E-05,8.3E-05,1.9E-05,<0.51,-,<0.011,-,-,-
G188.9479+00.8871,A,At pc; Coincident with CH3OH maser,04/11/2012,12B-140,06:08:53.33510,0.018,21:38:28.9959,0.0077,0.558,0.29,68.863,0.07,86,0.421,9.905E-12,9.63E-06,0.006547,1.75E-04,6.47E-05,0.0001866,0.000202,1.8E-05,<0.39,-,<0.068,-,-,-
G188.9479+00.8871,B1,"~15"" to S of pc",04/11/2012,12B-140,06:08:53.31160,0.0229,21:38:13.6308,0.0158,0.558,0.29,68.863,0.07,63,0.309,7.256E-12,9.63E-06,0.003832,1.02E-04,5.54E-05,0.0001195,0.000134,2.1E-05,-,-,-,-,-,-
G188.9479+00.8871,B2,"~1.5"" to W of B1",04/11/2012,12B-140,06:08:53.41590,0.0511,21:38:13.7321,0.0936,0.558,0.29,68.863,0.07,54,0.265,6.219E-12,9.63E-06,0.002222,5.94E-05,5.13E-05,5.814E-05,0.000116,3.5E-05,<1.1,-,<0.37,-,-,-
G188.9479+00.8871,C,"~33"" to E of pc",04/11/2012,12B-140,06:08:55.71360,0.02,21:38:32.7426,0.0091,0.558,0.29,68.863,0.07,69,0.338,7.947E-12,9.63E-06,0.004534,1.21E-04,5.79E-05,0.0001435,0.000146,1.7E-05,0.116,0.157,0.028,0.084,103,41
G188.9479+00.8871,D,"~42"" to SE of pc",04/11/2012,12B-140,06:08:55.12201,0.006,21:37:55.4406,0.00302,0.558,0.29,68.863,0.07,155,0.76,1.785E-11,9.63E-06,0.01994,5.33E-04,8.69E-05,0.0004887,0.000537,1.8E-05,0.184,0.059,0.1,0.054,53,30
G189.0307+00.7821,A1,"~1.5"" NW of pc",04/11/2012,12B-140,06:08:40.41764,0.00789,21:31:01.1991,0.00406,0.539,0.291,68.348,0.07,115,0.564,1.324E-11,7.66E-06,0.01042,2.87E-04,6.93E-05,0.0002797,0.000304,1.5E-05,0.12,0.072,0.112,0.018,163,83
G189.0307+00.7821,A2,"~1"" WNW of A1",04/11/2012,12B-140,06:08:40.34500,0.03,21:31:01.4317,0.0146,0.539,0.291,68.348,0.07,43,0.211,4.952E-12,7.66E-06,0.001855,5.11E-05,4.24E-05,7.067E-05,7.7E-05,1.5E-05,<0.32,-,<0.18,-,-,-
G189.0307+00.7821,B,"~5"" NNE of pc",04/11/2012,12B-140,06:08:40.61370,0.0229,21:31:05.2833,0.0096,0.539,0.291,68.348,0.07,63,0.309,7.256E-12,7.66E-06,0.003394,9.36E-05,5.13E-05,5.387E-05,0.000122,1.5E-05,0.245,0.119,0.06,0.084,92,19
G189.0307+00.7821,C,"~7"" NNE of pc; Coincident with CH3OH maser",04/11/2012,12B-140,06:08:40.66750,0.00622,21:31:07.2039,0.0035,0.539,0.291,68.348,0.07,136,0.666,1.566E-11,7.66E-06,0.01612,4.44E-04,7.54E-05,0.0003673,0.000468,1.7E-05,0.221,0.045,0.18,0.04,46,63
G189.0307+00.7821,D,"~37"" E of pc",04/11/2012,12B-140,06:08:43.03140,0.0197,21:30:54.8081,0.0104,0.539,0.291,68.348,0.07,62,0.304,7.141E-12,7.77E-06,0.003353,9.24E-05,5.13E-05,0.0001144,0.000116,1.4E-05,<0.29,-,<0.1,-,-,-
G189.0307+00.7821,E,"~37.5"" SW of pc",04/11/2012,12B-140,06:08:38.26730,0.0575,21:30:39.8623,0.0191,0.539,0.291,68.348,0.07,53,0.26,6.104E-12,7.85E-06,0.001908,5.26E-05,4.76E-05,5.459E-05,8.5E-05,1.9E-05,0.506,0.246,0.13,0.119,85,31
G189.0307+00.7821,F,"~48"" W of pc",04/11/2012,12B-140,06:08:37.01290,0.0327,21:31:10.1048,0.0192,0.539,0.291,68.348,0.07,30,0.147,3.455E-12,7.92E-06,0.001057,2.91E-05,3.60E-05,4.914E-05,4.7E-05,1.2E-05,-,-,-,-,-,-
G192.6005-00.0479,A,Coincident with CH3OH maser; at pc,04/11/2012,12B-140,06:12:54.02244,0.00536,17:59:23.1358,0.00285,0.597,0.292,66.694,0.07,169,0.828,1.946E-11,8.54E-06,0.03134,7.77E-04,8.05E-05,0.000651,0.00079,1.9E-05,<0.41,-,<0.024,-,-,-
G192.6005-00.0479,B,"1"" N of pc",04/11/2012,12B-140,06:12:54.04040,0.0208,17:59:24.0715,0.0123,0.597,0.292,66.694,0.07,57,0.279,6.565E-12,8.54E-06,0.003223,8.00E-05,4.67E-05,0.0001144,9.4E-05,1.4E-05,-,-,-,-,-,-
G192.6005-00.0479,C,"~1.2"" ENE of pc",04/11/2012,12B-140,06:12:54.13300,0.164,17:59:23.7750,0.06,0.597,0.292,66.694,0.07,65,0.319,7.486E-12,8.54E-06,0.002248,5.58E-05,4.98E-05,5.296E-05,0.000157,4.4E-05,1.3,0.46,0.4,0.15,75,12
G192.6005-00.0479,D,"~2.7"" WSW of pc",04/11/2012,12B-140,06:12:53.84643,0.00661,17:59:22.0156,0.00351,0.597,0.292,66.694,0.07,192,0.941,2.211E-11,8.54E-06,0.02704,6.71E-04,8.57E-05,0.000464,0.000692,2.3E-05,0.333,0.026,0.087,0.086,133.1,7.7
G192.6005-00.0479,E,"~3.1"" N of pc",04/11/2012,12B-140,06:12:54.00330,0.0323,17:59:26.1701,0.0138,0.597,0.292,66.694,0.07,56,0.274,6.45E-12,8.54E-06,0.002755,6.83E-05,4.63E-05,8.473E-05,9.2E-05,1.7E-05,-,-,-,-,-,-
G192.6005-00.0479,F,"~4.2"" WSW of pc",04/11/2012,12B-140,06:12:53.74030,0.0365,17:59:21.7730,0.0177,0.597,0.292,66.694,0.07,75,0.368,8.638E-12,8.54E-06,0.004241,1.05E-04,5.35E-05,0.0001092,0.000146,2.2E-05,0.444,0.178,0.156,0.072,67,24
G192.6005-00.0479,G,"~4.5"" ENE of pc",04/11/2012,12B-140,06:12:54.33836,0.00965,17:59:24.4190,0.00677,0.597,0.292,66.694,0.07,246,1.21,2.833E-11,8.54E-06,0.02407,5.97E-04,9.70E-05,0.0003651,0.000566,2.6E-05,0.402,0.05,0.264,0.049,34,15
G192.6005-00.0479,H,"~11.5"" NNE of pc",04/11/2012,12B-140,06:12:54.29838,0.00365,17:59:33.8360,0.00181,0.597,0.292,66.694,0.07,149,0.73,1.716E-11,8.54E-06,0.03158,7.83E-04,7.56E-05,0.0007854,0.000801,1.6E-05,-,-,-,-,-,-
G192.6005-00.0479,I,"~15"" E of pc at head of R/O extended emission",04/11/2012,12B-140,06:12:55.10430,0.0417,17:59:21.2524,0.0218,0.597,0.292,66.694,0.07,47,0.23,5.413E-12,8.54E-06,0.002038,5.06E-05,4.24E-05,7.213E-05,6.9E-05,1.7E-05,-,-,-,-,-,-
G196.4542-01.6777,A1,"~0.5"" SE of pc",04/11/2012,12B-140,06:14:37.08703,0.00797,13:49:36.5865,0.00425,0.674,0.293,62.687,0.07,206,1.01,2.373E-11,9.72E-06,0.03327,7.29E-04,8.42E-05,0.0005606,0.000722,2.2E-05,0.435,0.04,0.134,0.011,64.4,2
G196.4542-01.6777,A2,Elongated extension to A1,04/11/2012,12B-140,06:14:37.00740,0.1057,13:49:35.8638,0.053,0.674,0.293,62.687,0.07,86,0.421,9.905E-12,9.72E-06,0.004044,8.86E-05,5.44E-05,6.464E-05,0.000153,2.9E-05,1.191,0.333,0.152,0.079,64,2.8
