Object,Comp,Image_Notes,Obs_Date,Project,RA,RA_err,Dec,Dec_err,Beam_maj,Beam_min,Beam_PA,Cell_size,N_cells_3sig,Area_3sig_as^2,Area_3sig_sr,RMS,Sum_Flux_3sig,Flux_3sig,Flux_3sig_err,Peak_flux,Flux,Flux_err,Theta_maj,Theta_maj_err,Theta_min,Theta_min_err,Theta_pa,Theta_pa_err
G139.9091+00.1969A,Ab,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.056,0.039,71.121,0.008,-,-,-,6.23E-05,-,-,-,-,-,-,-,-,-,-,-,-
G139.9091+00.1969A,Ac,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.056,0.039,71.121,0.008,-,-,-,6.23E-05,-,-,-,-,-,-,-,-,-,-,-,-
G139.9091+00.1969A,B,Source ~10'' to N of p.c.,27/07/2015,15A-238,03:07:24.57127,0.00449,58:30:52.9744,0.00163,0.056,0.039,71.121,0.008,53,0.003392,7.973E-14,6.89E-05,0.01912,0.0004946,6.917E-05,0.0006006,0.000696,0.000136,-,-,-,-,-,-
G139.9091+00.1969A,HII,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.056,0.039,71.121,0.008,-,-,-,6.23E-05,-,-,-,-,-,-,-,-,-,-,-,-
G141.9996+01.8202,A,Compact source ~0.3'' to E of p.c. embedded in R/O emission,27/07/2015,15A-238,03:27:38.79366,0.00184,58:47:00.1441,0.00238,0.055,0.039,66.029,0.008,77,0.004928,1.158E-13,6.03E-05,0.03019,0.0008021,9.249E-05,0.0007498,0.00104,0.00014,<0.053,-,<0.0022,-,-,-
G141.9996+01.8202,B,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.055,0.039,66.029,0.008,-,-,-,6.66E-05,-,-,-,-,-,-,-,-,-,-,-,-
G141.9996+01.8202,C,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.055,0.039,66.029,0.008,-,-,-,6.98E-05,-,-,-,-,-,-,-,-,-,-,-,-
G143.8118-01.5699,A,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.067,0.05,71.529,0.01,-,-,-,5.17E-05,-,-,-,-,-,-,-,-,-,-,-,-
G143.8118-01.5699,B,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.067,0.05,71.529,0.01,-,-,-,5.17E-05,-,-,-,-,-,-,-,-,-,-,-,-
G143.8118-01.5699,C,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.067,0.05,71.529,0.01,-,-,-,5.17E-05,-,-,-,-,-,-,-,-,-,-,-,-
G148.1201+00.2928,A,5sig source ~0.2'' to E of p.c.,27/07/2015,15A-238,03:56:15.38925,0.01227,53:52:13.0150,0.00214,0.07,0.05,80.029,0.01,38,0.0038,8.932E-14,5.03E-05,0.007552,0.0001912,3.199E-05,0.0002832,0.000393,0.000106,-,-,-,-,-,-
G148.1201+00.2928,A2,4sig source ~0.1'' to NW of A,27/07/2015,15A-238,03:56:15.37488,0.00944,53:52:13.0740,0.00253,0.07,0.05,80.029,0.01,23,0.0023,5.406E-14,5.03E-05,0.004235,0.0001072,2.318E-05,0.0002283,0.000244,8.2E-05,-,-,-,-,-,-
G148.1201+00.2928,B,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.07,0.05,80.029,0.01,-,-,-,5.73E-05,-,-,-,-,-,-,-,-,-,-,-,-
G148.1201+00.2928,C,Non-Detection,27/07/2015,15A-238,-,-,-,-,0.07,0.05,80.029,0.01,-,-,-,8.2E-05,-,-,-,-,-,-,-,-,-,-,-,-
G148.1201+00.2928,D,Outside PB,27/07/2015,15A-238,-,-,-,-,0.07,0.05,80.029,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G160.1452+03.1559,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G160.1452+03.1559,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,A1,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,A2,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,D,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E1,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E2,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E3,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E4,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E5,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,E6,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,F,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G173.4839+02.4317,G,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G174.1974-00.0763,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G174.1974-00.0763,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G174.1974-00.0763,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G177.7291-00.3358,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G177.7291-00.3358,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G183.3485-00.5751,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G183.3485-00.5751,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G188.9479+00.8871,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G188.9479+00.8871,B1,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G188.9479+00.8871,B2,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G188.9479+00.8871,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G188.9479+00.8871,D,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,A1,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,A2,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,D,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,E,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G189.0307+00.7821,F,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,A,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,D,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,E,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,F,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,G,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,H,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G192.6005-00.0479,I,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G196.4542-01.6777,A1,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G196.4542-01.6777,A2,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G196.4542-01.6777,B,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G196.4542-01.6777,C,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G196.4542-01.6777,D,Not observed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
